"BP_APPL_SEQ","LOAN_TYPE_NAME","source_appl_seq","X135","X145","X139","X134","X136","X140","X143","X152","X141","X155","X153","X029","X114","X137","X150","X138","X142","X131","X132","X133","X016","X017"
"D072201270048470193","萨摩耶无限担保","202201270394417296","0","-999999","-999999.000000","0","140","0","-999999","11","0","6","20","-999999.00","-999999.00","0.400000","-999999.0000","0.800000","0","1","0","0","-999999","-999999"
"D072201270048470193","萨摩耶有限担保","202201270394417296","0","-999999","-999999.000000","0","140","0","-999999","11","0","6","20","-999999.00","-999999.00","0.400000","-999999.0000","0.800000","0","1","0","0","-999999","-999999"
"D072201270048470205","萨摩耶无限担保","202201270394485155","1","-999999","0.952400","0","540","1","-999999","31","0","48","72","3000.00","60000.00","0.050000","482.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201270048470205","萨摩耶有限担保","202201270394485155","1","-999999","0.952400","0","540","1","-999999","31","0","48","72","3000.00","60000.00","0.050000","482.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201270048470228","萨摩耶无限担保","202201270394485654","0","-999999","0.500000","0","21","1","-999999","26","0","25","49","3000.00","3000.00","0.882400","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201270048470228","萨摩耶有限担保","202201270394485654","0","-999999","0.500000","0","21","1","-999999","26","0","25","49","3000.00","3000.00","0.882400","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201270048480058","萨摩耶无限担保","202201270393132263","1","1","-999999.000000","0","195","0","19","45","1","20","30","-999999.00","-999999.00","1.000000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201270048480058","萨摩耶有限担保","202201270393132263","1","1","-999999.000000","0","195","0","19","45","1","20","30","-999999.00","-999999.00","1.000000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201270048480059","萨摩耶无限担保","202201270393132260","0","1","1.000000","0","-999999","0","10","15","2","39","63","2000.00","2000.00","0.900000","-999999.0000","0.700000","1","1","1","0","-999999","-999999"
"D072201270048480059","萨摩耶有限担保","202201270393132260","0","1","1.000000","0","-999999","0","10","15","2","39","63","2000.00","2000.00","0.900000","-999999.0000","0.700000","1","1","1","0","-999999","-999999"
"D072201270048490485","萨摩耶无限担保","202201270394490263","0","-999999","-999999.000000","0","278","0","-999999","13","0","8","22","-999999.00","-999999.00","0.400000","0.0000","0.800000","0","1","0","0","-999999","-999999"
"D072201270048490485","萨摩耶有限担保","202201270394490263","0","-999999","-999999.000000","0","278","0","-999999","13","0","8","22","-999999.00","-999999.00","0.400000","0.0000","0.800000","0","1","0","0","-999999","-999999"
"D072201270048490656","萨摩耶无限担保","202201270394494088","0","-999999","1.000000","0","103","1","-999999","35","0","162","53","18000.00","18000.00","0.758600","-999999.0000","0.965500","0","1","1","0","-999999","-999999"
"D072201270048490656","萨摩耶有限担保","202201270394494088","0","-999999","1.000000","0","103","1","-999999","35","0","162","53","18000.00","18000.00","0.758600","-999999.0000","0.965500","0","1","1","0","-999999","-999999"
"D072201270048490668","萨摩耶无限担保","202201270394494299","2","-999999","0.861100","0","153","0","-999999","38","0","231","53","6000.00","21000.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
